Class,ax_Max,ay_Max,az_Max,gx_Max,gy_Max,gz_Max,ax_Min,ay_Min,az_Min,gx_Min,gy_Min,gz_Min,ax_Mean,ay_Mean,az_Mean,gx_Mean,gy_Mean,gz_Mean,ax_Median,ay_Median,az_Median,gx_Median,gy_Median,gz_Median,ax_SD,ay_SD,az_SD,gx_SD,gy_SD,gz_SD,ax_Variance,ay_Variance,az_Variance,gx_Variance,gy_Variance,gz_Variance,ax_Skewness,ay_Skewness,az_Skewness,gx_Skewness,gy_Skewness,gz_Skewness,ax_Kurtosis,ay_Kurtosis,az_Kurtosis,gx_Kurtosis,gy_Kurtosis,gz_Kurtosis,ax_CV,ay_CV,az_CV,gx_CV,gy_CV,gz_CV
Move,0.80684596,-8.901642,-4.673482,0.055876262,0.023353599,0.025146248,0.50996494,-9.081207,-4.9320555,-0.055238593,-0.040597398,-0.018287135,0.683584901,-8.993687698,-4.783395843,0.001590288,-0.005408361,0.000693679,0.7134721,-8.995016,-4.7740383,0.004182545,-0.006756661,-0.000168,0.073400431,0.034275623,0.057134581,0.018194801,0.012197792,0.00878683,0.005387623,0.001174818,0.00326436,0.000331051,0.000148786,7.72E-05,-0.856150739,0.10314741,-0.368443184,-0.326377525,-0.001941685,0.181644801,-0.560771345,-0.311757962,-0.802894334,0.295412882,-0.328746806,-0.400082658,0.107375734,-0.003811076,-0.011944356,11.44120084,-2.255358435,12.66699084
Move,0.8571242,-8.844181,-4.6399627,0.06600184,0.06438882,0.020882849,0.58418524,-9.0716305,-4.9583917,-0.0608343,-0.059516232,-0.037738897,0.693837133,-8.978173299,-4.797637555,-0.0031979,-0.004017146,-0.000537099,0.6919243,-8.980651,-4.7979803,-0.001279939,-0.005424349,9.88E-05,0.053413225,0.037158319,0.055687322,0.015775915,0.013765835,0.008049283,0.002852973,0.001380741,0.003101078,0.00024888,0.000189498,6.48E-05,0.215555358,0.271711917,-0.037734044,-0.302951907,1.010850135,-0.878137441,-0.653572486,0.088580188,-0.621570077,1.485778505,4.153771821,2.78195253,0.076982367,-0.004138739,-0.011607238,-4.933211048,-3.426769996,-14.98657852
Move,0.92655605,-8.884883,-4.537012,0.08065727,0.11288499,0.07124425,0.46926352,-9.232041,-4.8506527,-0.09707319,-0.13492511,-0.06891501,0.674214764,-9.020779986,-4.694328967,-0.004180448,-0.006814724,0.00285651,0.6775591,-9.0237465,-4.685453,-0.002212557,-0.008088974,0.003562787,0.047355437,0.044213889,0.064307756,0.022126134,0.019367012,0.011639767,0.002242537,0.001954868,0.004135487,0.000489566,0.000375081,0.000135484,0.712574959,-0.194904365,-0.28345299,0.004471377,-0.278304452,-0.884508684,4.900288443,1.369140473,-0.422575513,2.23127603,15.29712483,17.11230865,0.070237912,-0.004901338,-0.01369903,-5.292765993,-2.841936266,4.074821389
Move,1.2138603,-8.798691,-4.7261543,0.059340276,0.058526643,0.02434686,0.81881696,-8.9998045,-5.046977,-0.08721409,-0.043528486,-0.02201761,1.045414326,-8.905976817,-4.869871827,-0.00622716,-0.008794117,0.002822577,1.0342951,-8.9040365,-4.865018,-0.00461072,-0.012085912,0.003562787,0.113212247,0.041410453,0.068684413,0.023261585,0.018418539,0.008111566,0.012817013,0.001714826,0.004717549,0.000541101,0.000339243,6.58E-05,-0.033115316,-0.061883844,-0.254434411,-0.41779758,0.886337537,-0.318424272,-1.399374883,-0.475654426,-0.548259126,1.129807422,0.640161833,0.132803034,0.108294141,-0.004649737,-0.014103947,-3.735504342,-2.094415964,2.873816076
Move,1.1109096,-9.069236,-4.189853,0.058540888,0.1270075,0.04379862,0.92655605,-9.260772,-4.4556093,-0.07042695,-0.14771532,-0.069447935,1.043519122,-9.163552361,-4.287879285,-0.006885016,-0.008798378,0.003062708,1.043872,-9.16261,-4.283227,-0.007008876,-0.007822512,0.003296324,0.030187191,0.0295022,0.045768946,0.019345086,0.019410063,0.008977275,0.000911266,0.00087038,0.002094796,0.000374232,0.000376751,8.06E-05,-0.283786122,0.072398581,-0.506608775,0.032765172,-0.400957301,-2.370049082,-0.102680291,0.410623754,0.10393467,0.725512575,24.71012863,23.066492,0.028928258,-0.003219516,-0.010674029,-2.809737199,-2.20609556,2.931156028
Move,0.94092125,-6.7588315,-7.098808,0.1025072,0.08650521,0.061385144,0.06943185,-7.2927384,-7.8050976,-0.15436265,-0.20340598,-0.039870594,0.433683175,-7.044782216,-7.438850183,-0.008979013,-0.023357556,0.006635239,0.39504328,-7.026982,-7.466318,-0.003011945,-0.022211486,0.00596095,0.239965216,0.125239555,0.13949123,0.034510095,0.039671132,0.015014398,0.057583305,0.015684946,0.019457803,0.001190947,0.001573799,0.000225432,0.572449041,-0.174163065,0.199882498,-0.678663103,-0.575582038,0.321679914,-0.819914668,-0.729175997,-0.495019368,2.696356561,1.504657925,0.769063018,0.553319174,-0.017777633,-0.018751719,-3.843417372,-1.698428219,2.262827045
Move,1.0127473,-6.8091097,-7.1634517,0.14141072,0.19868591,0.04672971,0.23942018,-7.2089415,-7.7213006,-0.07602266,-0.15117931,-0.050529093,0.578615549,-7.018221746,-7.466741368,0.004752775,-0.003141183,0.000343634,0.61052144,-7.016208,-7.4627266,-0.000347,-0.006223737,-0.000434,0.126415205,0.115730971,0.121118339,0.029808647,0.037152635,0.013047088,0.015980804,0.013393658,0.014669652,0.000888555,0.001380318,0.000170227,-0.321889255,0.045529545,0.021277657,1.249042918,0.928859424,0.497375507,-0.150819409,-1.499123276,-1.300958134,3.771609632,7.234977922,1.089248192,0.218478756,-0.01649007,-0.016221044,6.271841087,-11.82759504,37.96792727
Move,0.5674258,-5.985504,-6.6893997,0.5147247,0.17443782,0.074441805,-0.35913026,-7.644686,-8.384495,-0.29425544,-0.20420535,-0.056124806,0.000509084,-7.034398984,-7.394902759,-0.007347708,-0.020726308,0.004038489,-0.059855044,-7.1586633,-7.2963298,-0.022463705,-0.004358499,0.002896631,0.245945194,0.381589242,0.365390344,0.13601865,0.060819991,0.020449376,0.060489039,0.14561035,0.133510103,0.018501073,0.003699071,0.000418177,0.849514389,1.158780584,-0.73373604,1.017351194,-0.733274009,0.098622313,-0.205846193,0.641025268,0.18151975,2.049863507,1.114155592,1.527880033,483.1135261,-0.054246176,-0.049411109,-18.51171134,-2.934434406,5.063620453
Move,0.91458505,-6.993463,-6.9838862,0.0833219,0.16164763,0.09948928,0.002394202,-7.429208,-7.479486,-0.14130598,-0.2969343,-0.055591885,0.465468092,-7.263665284,-7.19266844,-0.007574335,-0.008825533,0.002642504,0.45489833,-7.264008,-7.1945763,-0.006475958,-0.008621899,0.002496937,0.077094057,0.057534376,0.06489679,0.026496504,0.041352438,0.013682185,0.005943494,0.003310204,0.004211593,0.000702065,0.001710024,0.000187202,-0.040473467,0.8988178,-0.075159137,-0.577182338,-1.089228624,0.854000729,12.59783935,3.233937973,1.721705441,3.457366588,12.47908998,11.01340867,0.165626943,-0.007920846,-0.009022631,-3.498195485,-4.68554576,5.177733726
Move,1.1444284,-6.459556,-7.455544,0.062271364,0.13393554,0.021415774,0.4357447,-6.9958572,-7.9511437,-0.09920489,-0.0491242,-0.028146246,0.852948222,-6.684258342,-7.743453218,-0.010824059,0.000352555,0.002474214,0.9648633,-6.6965823,-7.7428484,-0.008207961,-0.008888362,0.004761869,0.222604462,0.109425089,0.095687542,0.029349543,0.033908605,0.009887685,0.049552746,0.01197385,0.009156106,0.000861396,0.001149793,9.78E-05,-0.627135069,-0.460884499,0.602394173,-0.52371049,1.668125163,-1.008552988,-1.297443153,-0.078311395,0.055281427,0.185467767,3.056291575,0.578615794,0.260982386,-0.016370566,-0.012357218,-2.71150995,96.17948637,3.996292417
Move,1.7860745,-6.8450227,-7.1969705,0.0534781,0.023353599,0.032074273,0.9864111,-7.1490865,-7.587225,-0.05577152,-0.12026967,-0.011359112,1.483233144,-6.967262977,-7.408554686,-0.004159973,-0.025512816,0.006878415,1.6400281,-6.943185,-7.4507556,-0.003278408,-0.020079786,0.005694487,0.264609427,0.072385203,0.103346237,0.020919672,0.028535292,0.007674944,0.070018149,0.005239618,0.010680445,0.000437633,0.000814263,5.89E-05,-0.636206115,-0.595207271,0.509621245,-0.276171509,-0.788842657,0.6517183,-1.175101531,-0.752126951,-1.072475913,-0.039732255,0.18393452,0.415042408,0.178400428,-0.010389331,-0.013949581,-5.028799897,-1.118468945,1.115801332
Move,0.9504981,-7.8793178,-5.171476,0.13229188,0.090769835,0.07360705,-0.011971008,-8.573636,-6.066907,-0.14056571,-0.15704027,-0.072947316,0.483754754,-8.222837835,-5.702517164,0.004530979,-0.001386069,0.001222088,0.48362875,-8.2180975,-5.7269306,0.004123437,-9.39E-05,-0.000203,0.14106938,0.148684792,0.229971294,0.052938515,0.035946744,0.018021646,0.01990057,0.022107168,0.052886796,0.002802486,0.001292168,0.00032478,0.181333476,-0.395739682,0.486100329,-0.12005738,-0.798037761,0.564430184,0.897247716,-0.661029501,-0.860693701,-0.477206282,3.159247187,3.260187453,0.291613423,-0.018081932,-0.040328032,11.683682,-25.9343035,14.74659806
Move,0.34955344,-7.9990277,-5.4085016,0.114971824,0.070252225,0.017116997,0.08619126,-8.413225,-6.10282,-0.18639724,-0.12639709,-0.022852374,0.221282202,-8.197683567,-5.784920526,0.001406915,-0.001478072,-0.001122228,0.23702596,-8.1726075,-5.8322754,-0.004403365,0.001904595,-0.000736,0.0588336,0.109360918,0.173611398,0.054462185,0.028722194,0.006590788,0.003461392,0.01195981,0.030140918,0.00296613,0.000824964,4.34E-05,-0.417697415,-0.208656163,0.17181588,-0.198499742,-0.966973386,-0.442382727,-0.806718782,-1.276742582,-1.16184576,0.236361797,2.962147167,0.763177409,0.265875879,-0.013340466,-0.030011026,38.71036051,-19.43219852,-5.872946773
Move,0.5554548,-8.013393,-5.0062757,0.21782634,0.19415727,0.052023582,-0.095768064,-8.6574335,-6.054936,-0.21597458,-0.063511945,-0.042037673,0.222408737,-8.373894342,-5.506212772,0.008459477,0.009063748,-0.001823719,0.2801216,-8.3713265,-5.5282116,0.00545575,-0.003291424,-0.000736,0.210847305,0.193663889,0.311443862,0.071300929,0.048888608,0.015689527,0.044456586,0.037505702,0.096997279,0.005083822,0.002390096,0.000246161,-0.075427719,0.16921674,-0.081019171,-0.297002208,1.734129629,-0.00291822,-1.621776462,-1.255334581,-1.24763986,0.555634103,3.155999312,0.753887846,0.948017187,-0.0231271,-0.056562264,8.428526584,5.393862338,-8.603037853
Move,0.30166942,-8.039729,-5.3127337,0.1400193,0.1819,0.0917265,-0.090979666,-8.511387,-6.1507044,-0.08620736,-0.040063247,-0.03750781,0.145564942,-8.256583501,-5.707902839,-0.002374607,0.007468619,0.001089416,0.16998832,-8.249222,-5.717354,-0.015461561,-0.002225575,-0.001535375,0.072913359,0.127951037,0.204100094,0.049640121,0.033737272,0.016661491,0.005316358,0.016371468,0.041656849,0.002464142,0.001138204,0.000277605,-0.532320793,-0.208885848,0.152563539,0.459689472,2.746186681,1.867829763,-0.225156332,-1.25102049,-1.147726441,-0.719323946,8.418218425,7.214508024,0.500899172,-0.01549685,-0.035757458,-20.90456331,4.517203792,15.29395934
Move,0.33039984,-8.087613,-5.305551,0.14135161,0.117416084,0.046960797,-0.009576807,-8.508993,-6.0166287,-0.096599385,-0.08136493,-0.04736692,0.185356575,-8.285699475,-5.669479717,-0.000188773,-0.00121273,-0.000225505,0.19393034,-8.271967,-5.686229,-0.013463096,0.000306,-0.000736,0.054902532,0.105568225,0.164063633,0.044374983,0.024258868,0.015481565,0.003014288,0.01114465,0.026916876,0.001969139,0.000588493,0.000239679,-0.939849506,-0.142640636,0.135549122,0.460607263,0.469811236,0.306210293,1.162814573,-0.970594314,-0.90308731,-0.362656868,3.381281541,0.845684881,0.296199537,-0.012741015,-0.02893804,-235.0710779,-20.00351624,-68.65280807
Move,0.40222588,-8.12592,-5.29358,0.16879724,0.07877902,0.04402971,0.088585466,-8.504205,-5.9304376,-0.06622267,-0.14931285,-0.06788453,0.263556244,-8.275674081,-5.689638895,0.003336664,-0.001280886,-0.001165136,0.2633622,-8.259995,-5.7125654,-0.002538127,-0.001959112,0.00033,0.044880514,0.100586275,0.163008538,0.040828034,0.025778089,0.011981895,0.002014261,0.010117599,0.026571783,0.001666928,0.00066451,0.000143566,-0.012776978,-0.406872396,0.471845776,0.764933118,-1.612165961,-1.134254099,1.518143908,-0.888231567,-0.78276069,1.006243019,10.33544858,5.058533747,0.170288182,-0.012154451,-0.028650067,12.23618239,-20.12520213,-10.28368432
Move,0.45250413,-8.018182,-5.2528787,0.097651765,0.23492603,0.094391115,-0.059855044,-8.566454,-6.3589997,-0.09260245,-0.2241888,-0.09213261,0.188965519,-8.172708279,-5.848349236,-0.011193112,0.00208327,0.005601891,0.19393034,-8.135497,-5.896919,-0.010398773,-0.001426187,0.00033,0.098253784,0.112473252,0.174354772,0.038805324,0.044390178,0.029599905,0.009653806,0.012650232,0.030399587,0.001505853,0.001970488,0.000876154,-0.311190059,-1.427678326,1.386407776,0.116778424,0.385402588,0.373216614,-0.117315444,2.017290572,2.336524479,-0.263612171,11.62238856,0.800352645,0.519956149,-0.013762054,-0.029812647,-3.466893243,21.30792837,5.283913432
Move,1.4221559,-6.777985,-7.443573,0.04814885,0.07931072,0.014487748,0.80684596,-7.1634517,-7.8170686,-0.07255865,-0.035268147,-0.012158499,1.041046791,-6.959576314,-7.636744858,-0.005825501,0.013474852,0.00021264,0.9828198,-6.956353,-7.630321,-0.005143645,0.011096324,9.88E-05,0.171783618,0.09860198,0.080958678,0.022103074,0.018267659,0.00505237,0.029509611,0.00972235,0.006554307,0.000488546,0.000333707,2.55E-05,0.439875554,-0.020545142,0.124842315,-0.176197807,0.435581072,0.14086352,-1.312009829,-1.334588267,-1.053329299,-0.07766715,0.600885412,-0.105149962,0.165010467,-0.014167814,-0.010601202,-3.794192623,1.355685391,23.76024778
Move,1.067814,-7.086837,-7.120356,0.049747627,0.06865222,0.01901761,0.81163436,-7.431602,-7.513005,-0.03765207,-0.044061407,-0.027080398,0.905441716,-7.232921255,-7.351633222,0.003872045,0.000676241,-0.000143016,0.90021986,-7.2209125,-7.3633672,0.006580704,-0.000362,0.000365,0.040054133,0.089529764,0.099802823,0.022531545,0.016080674,0.006667068,0.001604334,0.008015579,0.009960604,0.000507671,0.000258588,4.44E-05,0.808458241,-0.386667465,0.466891773,-0.046093156,0.861607367,-0.977813542,1.536691612,-0.989033625,-0.809243772,-1.21768665,3.763795733,2.386403218,0.044237119,-0.012378092,-0.013575599,5.819028963,23.77951813,-46.61756243
Move,1.1731589,-6.528988,-7.4842744,0.10517182,0.051332157,0.0539242,0.51235914,-7.038953,-7.9631147,-0.15303034,-0.124799535,-0.026547473,0.912767974,-6.817486848,-7.721542491,-0.008809605,-0.016803982,0.00258136,0.90500826,-6.8330517,-7.723695,-0.009673501,-0.01395115,0.002230475,0.145099411,0.103074403,0.098210157,0.039866267,0.028275781,0.010154174,0.021053839,0.010624333,0.009645235,0.001589319,0.00079952,0.000103107,-0.198669402,0.761851508,-0.179703545,-0.1397741,-0.547671727,1.046116071,-0.670878803,0.708188422,0.126288774,0.710964674,0.326251755,4.250514968,0.15896637,-0.01511912,-0.012718982,-4.525318321,-1.682683363,3.933653364
Move,1.2378023,-6.622362,-7.398083,0.16619173,0.103292346,0.035271823,0.7254431,-7.0940194,-7.821857,-0.15915896,-0.12053613,-0.025481623,1.014745855,-6.878133209,-7.630033528,-0.000321511,-0.01019543,0.005337702,1.0414777,-6.9048777,-7.6231384,0.000719,-0.011819449,0.006760337,0.113931962,0.110099506,0.095543618,0.044756774,0.034170553,0.01023189,0.012980492,0.012121901,0.009128583,0.002003169,0.001167627,0.000104692,-0.306687214,0.192687798,-0.076519916,0.095567406,0.230110399,-0.260788587,-0.904630115,-0.906204346,-0.651253589,3.57449444,1.079095651,0.712732309,0.112276351,-0.016007179,-0.012522044,-139.2075418,-3.351555731,1.916909226
Move,1.4796166,-6.5265937,-7.2352777,0.074528635,0.23092787,0.052591886,0.44532153,-7.2544312,-7.9702973,-0.14983277,-0.19061577,-0.049463246,0.922715264,-6.875093867,-7.632730161,-0.009137773,6.44E-06,-0.001231298,1.0223241,-6.776788,-7.7069354,-0.001146707,-0.005424349,0.002496937,0.251667996,0.192896915,0.171961232,0.045563872,0.055864423,0.018953283,0.06333678,0.03720922,0.029570665,0.002076066,0.003120834,0.000359227,-0.23415407,-0.346238147,0.470765571,-0.972962751,1.072406404,-0.213508406,-1.065267077,-1.289820752,-1.024622946,0.868952118,4.020891159,0.077313509,0.272747191,-0.02805735,-0.022529453,-4.986321469,8678.241092,-15.39293162
Move,1.8100165,-6.4882865,-7.493851,0.055343337,0.06625406,0.01875115,1.364695,-6.919243,-7.8745294,-0.13304563,-0.06644425,-0.033475496,1.593021148,-6.747130089,-7.666380073,-0.001285821,-0.007137002,0.000809519,1.5765818,-6.787562,-7.6494746,0.005248387,-0.010487136,0.001964012,0.136072683,0.113343785,0.084103606,0.030458042,0.02597283,0.008512244,0.018515775,0.012846814,0.007073417,0.000927692,0.000674588,7.25E-05,0.080720563,0.417781498,-0.425148249,-1.823998109,0.21845071,-1.551396341,-1.456450565,-1.215168542,-0.82706751,3.936902698,-0.347411472,3.937687444,0.085418002,-0.016798814,-0.010970446,-23.68761422,-3.639179474,10.51518774
Move,1.5131354,-7.007828,-6.9982514,0.081723124,0.08597229,0.04166692,0.9576807,-7.4363904,-7.4363904,-0.105333544,-0.097087435,-0.04972971,1.204427126,-7.24093299,-7.225978004,-0.008803434,-0.007794464,0.002604079,1.1779473,-7.2472486,-7.2233067,-0.008607659,-0.005424349,0.004362175,0.119376999,0.091508307,0.098168747,0.030022207,0.02797476,0.015514261,0.014250868,0.00837377,0.009637103,0.000901333,0.000782587,0.000240692,0.508019754,-0.16019126,0.172664085,-0.517593945,-0.09735412,-0.478651652,-0.426282766,-0.711352435,-0.899474522,1.570320795,0.748507542,1.084594823,0.09911517,-0.01263764,-0.013585531,-3.410283738,-3.589055045,5.957677974
Move,1.3479356,-6.7827735,-7.1969705,0.1025072,0.0809095,0.043265697,0.830788,-7.240066,-7.723695,-0.12851578,-0.07950091,-0.037472434,1.058365693,-7.016553306,-7.464770542,-0.010110503,-0.011502497,0.004854705,1.0462662,-7.015011,-7.4603324,-0.009273815,-0.014750537,0.005161562,0.109001958,0.108837873,0.109388951,0.043311733,0.027565091,0.012942259,0.011881427,0.011845683,0.011965943,0.001875906,0.000759834,0.000167502,0.370224195,0.09999093,-0.022751158,0.339121027,0.588980224,-0.125525902,-0.524312061,-0.566670346,-0.268931929,0.05428401,0.517365555,1.033125692,0.102990827,-0.015511586,-0.014654027,-4.283835701,-2.396444063,2.665920737
Move,1.5729905,-7.0126166,-6.981492,0.12249189,0.1611147,0.06058576,0.9792285,-7.6853876,-7.441179,-0.12824932,-0.24390826,-0.06651685,1.377568214,-7.183053777,-7.255862695,-0.004561631,-0.003238796,0.002717392,1.3862427,-7.1873937,-7.2568254,-0.011805209,-0.003559112,0.002496937,0.093541503,0.099562197,0.085748763,0.035661291,0.047056997,0.014344918,0.008750013,0.009912631,0.00735285,0.001271728,0.002214361,0.000205777,-0.770358743,-1.044568967,0.336364973,0.926929769,-1.181334095,0.249331191,1.551700112,3.833654848,0.293707701,1.79718066,7.254228056,5.569682289,0.067903355,-0.013860706,-0.011817859,-7.817662409,-14.52916422,5.278927813
Move,1.6400281,-6.6391215,-7.491457,0.042020213,0.07504732,0.025146248,0.93134445,-6.9599442,-7.7811556,-0.050442267,-0.10268315,-0.028146246,1.235352653,-6.765429412,-7.644023297,-0.009052784,-0.001441158,0.002995638,1.2306197,-6.7564373,-7.6470804,-0.012071672,-0.004891424,0.004628637,0.129828861,0.070957736,0.059567086,0.019821205,0.028499077,0.010514171,0.016855533,0.005035,0.003548238,0.00039288,0.000812197,0.000110548,0.007353999,-0.745193929,0.318972172,0.328493548,0.030897003,-0.523315323,0.321810359,0.183489472,-0.281749111,-0.621948793,0.253155401,-0.177280263,0.105094574,-0.010488283,-0.007792635,-2.189514942,-19.77512629,3.509827277
Move,1.721431,-6.361394,-7.620744,0.06360368,0.13420199,0.028610261,1.127669,-6.7492547,-7.979874,-0.101869516,-0.077635676,-0.031876724,1.485319876,-6.508118086,-7.836990845,-0.008098566,-0.002971772,0.001738778,1.4592659,-6.4882865,-7.845799,-0.004077792,-0.00982098,0.003296324,0.100953274,0.078039778,0.068545299,0.033007438,0.045558201,0.00943043,0.010191564,0.006090207,0.004698458,0.001089491,0.00207555,8.89E-05,0.227866107,-0.747721682,0.523933948,-0.489908133,1.107515003,-0.494868198,-0.312164513,-0.149931821,-0.018276106,-0.123745557,1.089091573,0.024293089,0.067967362,-0.011991144,-0.00874638,-4.075714118,-15.33031511,5.423595094
Move,1.6831238,-6.26802,-7.165846,0.07426217,0.14699219,0.022215161,0.85473,-7.237672,-8.085219,-0.19593078,-0.22765405,-0.027613321,1.201957309,-6.799537932,-7.589007015,-0.023298433,-0.002225954,6.43E-05,1.2449849,-6.72650975,-7.6039848,-0.013137522,-0.005157887,0.001164625,0.226793938,0.340524636,0.300081283,0.048744244,0.057075443,0.011658586,0.05143549,0.115957027,0.090048777,0.002376001,0.003257606,0.000135923,0.289657582,0.112338076,-0.206896717,-1.0282499,-0.510161355,-0.403605278,-0.902156735,-1.650238827,-1.540782504,0.676026433,2.218974545,-0.554793647,0.188687182,-0.050080555,-0.039541574,-2.092168335,-25.6408875,181.4014561
Move,1.9895816,-6.05733,-7.2328835,0.19496967,0.27089724,0.039801683,0.521936,-7.156269,-8.166622,-0.20738867,-0.14398484,-0.047065083,1.203300573,-6.655880693,-7.711930325,-0.026320117,0.020658121,0.00030381,1.1875241,-6.6846113,-7.750031,-0.037119146,0.0004375,0.000365,0.447203557,0.345174933,0.284340145,0.08449653,0.085766238,0.01707486,0.199991021,0.119145735,0.080849318,0.007139664,0.007355848,0.000291551,0.278736662,0.293522624,0.114944151,0.637011268,0.63686066,-0.098903551,-1.063414334,-1.248199794,-1.438361382,-0.051771037,0.130634927,-0.022614015,0.371647423,-0.051860144,-0.036870165,-3.210340261,4.151696038,56.2024599
Move,1.697489,-6.227319,-7.5561004,0.13315038,0.17097382,0.10401914,0.4213795,-6.8689647,-8.145074,-0.13650966,-0.13012879,-0.07824119,1.045099295,-6.544600732,-7.842958699,0.000852323,0.003860326,-0.000131788,1.0737995,-6.518214,-7.8637555,0.008312711,-0.001693874,-0.004964012,0.324997924,0.152394395,0.133721242,0.046274298,0.044666052,0.027318418,0.105623651,0.023224052,0.017881371,0.002141311,0.001995056,0.000746296,-0.331129189,-0.309344746,0.273306781,-0.423296142,0.421399636,0.88285445,-1.003279269,-0.98391305,-0.920314214,0.246304835,0.975990136,1.75878205,0.31097325,-0.023285515,-0.017049847,54.29196783,11.57053956,-207.2898668
Move,-2.7365725,-3.8163576,-8.437167,0.067807965,0.027085297,0.016850537,-2.896984,-4.06296,-8.628703,-0.08807258,-0.03500046,-0.013526187,-2.816826182,-3.932362888,-8.540041885,-0.002676412,-0.002984279,0.000627164,-2.8179753,-3.9312792,-8.5473,-0.006535066,0.000173,-0.000203,0.03088194,0.047277017,0.035847011,0.032414624,0.013895276,0.00540004,0.000953694,0.002235116,0.001285008,0.001050708,0.000193079,2.92E-05,-0.012598476,-0.374377293,0.276760292,0.000811626,-0.408306403,0.436136373,-0.200680462,-0.153061518,-0.444556837,-0.316931742,-0.709880596,0.236273906,-0.010963381,-0.012022547,-0.004197522,-12.1112258,-4.656158236,8.610256802
Move,0.11252748,-4.876989,-9.9790325,0.029160338,0.03162695,0.008378713,-0.088585466,-5.073313,-10.141838,-0.034390964,-0.014204597,-0.009341043,0.005098389,-4.983545911,-10.07770152,-0.00115468,0.003983722,-0.000502604,0.004788403,-4.9823337,-10.081984,-0.001216385,0.004048089,-0.000281,0.03872743,0.036287819,0.026298258,0.010205335,0.006682817,0.002916014,0.001499814,0.001316806,0.000691598,0.000104149,4.47E-05,8.50E-06,0.022110074,-0.03833678,0.721581113,-0.045789919,0.491093353,-0.200786988,-0.515384002,-0.365988636,0.853204786,0.347586919,1.334851128,0.242711104,7.596012429,-0.007281526,-0.002609549,-8.838235321,1.677531071,-5.801808669
Move,3.5290532,-4.5202527,-8.0924015,0.059547625,0.030016385,0.008856661,3.3758245,-4.8745947,-8.394072,-0.059827562,-0.025141347,-0.01832251,3.454084498,-4.662735515,-8.270242943,-0.001664136,-0.002225838,0.000244864,3.454833,-4.654328,-8.279149,0.000393,-0.001959112,0.00112925,0.027448365,0.085561903,0.06283611,0.018329694,0.008728259,0.004907143,0.000753413,0.007320839,0.003948377,0.000335978,7.62E-05,2.41E-05,-0.332664127,-0.543106751,0.689548256,-0.403452467,0.374517492,-0.996308403,0.357423782,-0.602572433,0.203916609,0.521889611,0.675325425,1.366699697,0.00794664,-0.018350152,-0.007597855,-11.01454116,-3.921336862,20.0402803
Move,0.80205756,-4.747702,-10.055647,0.030226188,0.018303828,0.006380245,0.6847417,-4.9679685,-10.292673,-0.051311333,-0.006343951,-0.007209339,0.733026419,-4.841242229,-10.1930666,-0.001959258,0.005767898,4.08E-05,0.7302315,-4.831499,-10.196905,-0.001616079,0.00564686,0.000118,0.0196207,0.052994084,0.039830601,0.0167088,0.004134071,0.002174884,0.000384972,0.002808373,0.001586477,0.000279184,1.71E-05,4.73E-06,0.638790349,-0.299686048,0.374438118,-0.605677078,0.171796103,-0.12046656,0.633628727,-1.06038807,-0.396685148,0.270646908,0.005543396,-0.06116153,0.026766702,-0.010946381,-0.003907617,-8.528125673,0.716737869,53.26004983
Move,1.8579005,-6.5337763,-8.678981,0.035555437,0.025498318,0.008378713,1.7046716,-6.7133417,-8.872911,-0.042518068,-0.013271971,-0.010273662,1.789441474,-6.616610761,-8.771790371,-0.003512736,0.004793907,0.00117092,1.7908629,-6.612785,-8.774749,-0.004147474,0.005247166,0.001583918,0.022854072,0.032581248,0.037824003,0.012860697,0.006053828,0.002804875,0.000522309,0.001061538,0.001430655,0.000165398,3.66E-05,7.87E-06,-0.057702611,-0.279062046,0.172047288,0.111156282,-0.13218826,-0.849898235,0.538481495,-0.044022518,-0.22844241,-0.114345418,0.669545086,1.5257579,0.012771623,-0.00492416,-0.004312005,-3.661162212,1.26281713,2.395444675
Move,0.24660277,-7.314286,-6.600814,0.04169464,0.020157274,0.011521285,0.10534488,-7.560889,-6.7827735,-0.038777027,-0.02647366,-0.011927412,0.181006688,-7.435198344,-6.696481484,1.35E-05,-0.002231447,-0.001063896,0.18076223,-7.4363904,-6.6989765,-0.000939,-0.001959112,-0.000736,0.023865147,0.034040884,0.033451387,0.012780753,0.008104309,0.004058249,0.000569545,0.001158782,0.001118995,0.000163348,6.57E-05,1.65E-05,-0.024641127,-0.138652532,0.268241344,0.447404204,-0.229186622,-0.225856851,0.112862695,1.355834863,0.026522807,0.594893883,0.083559937,0.130909298,0.131846766,-0.004578342,-0.004995368,949.7175829,-3.631863035,-3.814517895
Move,1.2473791,-4.8961425,-9.931149,0.035155743,0.015905665,0.014107659,1.127669,-5.2002063,-10.163386,-0.07649203,-0.004212251,-0.009341043,1.188922807,-4.992842968,-10.08818559,-0.001332934,0.005069205,0.000882586,1.1875241,-4.975151,-10.101137,-0.001216385,0.004847476,0.001050993,0.020936136,0.059738078,0.04291284,0.017081562,0.003918953,0.003362383,0.000438322,0.003568638,0.001841512,0.00029178,1.54E-05,1.13E-05,0.165030356,-1.17947869,1.48454454,-0.618364713,0.254402797,0.250782562,0.171170914,1.063755037,2.060366755,1.899548552,-0.154052551,2.028034123,0.017609332,-0.011964742,-0.004253772,-12.81501248,0.773090308,3.809694467
